event_id_cnty,event_date,year,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,country,admin1,location,latitude,longitude,fatalities,month_number,month_name,quarter,year_month,day_of_week,week_of_year,is_weekend,conflict_phase,location_type,urban_rural_classification,population_density_level,conflict_intensity_zone,distance_to_border_km,strategic_importance,primary_actor_name,primary_actor_type,primary_actor_affiliation,primary_actor_state_status,secondary_actor_name,secondary_actor_type,secondary_actor_affiliation,secondary_actor_state_status,economic_sector_affected,sector_category,sector_gdp_contribution,sector_employment_size,business_type_damaged,business_size,business_ownership,businesses_affected_count,trade_route_affected,trade_disruption_type,trade_goods_affected,trade_disruption_severity,economic_damage_usd,business_disruption_days,employment_loss_count,agriculture_land_affected_hectares,gdp_impact_local_percentage,affected_age_category,affected_population,children_affected_count,women_affected_count,vulnerable_groups_present,gender_distribution,displacement_type,displacement_duration_category,displacement_destination,displacement_conditions,primary_need_critical,need_urgency,healthcare_access_status,water_access_status,injured_count,displaced_persons,shelters_destroyed_count,humanitarian_aid_required_usd,infrastructure_primary,infrastructure_category,infrastructure_criticality,infrastructure_ownership,damage_severity,damage_type,structural_safety,repair_feasibility,service_disrupted,service_coverage_before,service_backup_exists,population_affected_by_outage,estimated_repair_cost_usd,infrastructure_downtime_days,capacity_loss_percentage,people_without_service_count,org_type_responding,org_mandate_primary,org_capacity_level,org_presence,diplomatic_action_type,diplomatic_level,responding_entity,response_position,media_coverage_type,media_reach_level,media_source_geography,media_framing,aid_orgs_responding_count,foreign_aid_pledged_usd,foreign_aid_delivered_usd,response_time_hours,media_coverage_score,conflict_type_legal,conflict_symmetry,conflict_intensity,international_law_framework,target_classification,weapon_method_primary,civilian_harm_circumstance,law_of_war_concern,combatant_casualties,civilian_casualties
CountryA513,2019-04-27,2019,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region5,City347,36.1701,37.0401,0,4,April,2,19-Apr,Saturday,17,1,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,64,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Trade,Tertiary,Medium 5-20%,Large >10k,Market,Micro <5 emp,Family-owned,6,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3580165,78,382,0,1.35,Adults 19-60,2043,651,975,Multiple,Balanced,Internally Displaced-IDP,Permanent,Relatives Home,Overcrowded,Multiple Critical,Moderate <7d,No Access,No Water Access,0,206,146,821311,Port,Transportation,Non-Critical,Mixed,Moderate 25-50%,Shelling Damage,Needs Minor Repair,Medium Repair 1-6mo,Transportation,Low <40%,Partial Backup,5000-20000,4083115,59,45,8570,Intl NGO,Multi-Sector,Medium Regional,Scaling Up,Condemnation,Regional Bloc,OIC,Condemning Both,International Mainstream,Global Widespread,Middle East Media,Sympathetic to Victims,3,128886,74734,20,7,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA514,2019-05-14,2019,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 1051,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region10,City244,35.6191,36.5954,0,5,May,2,19-May,Tuesday,20,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,32,Medium,Military Group 1051,Unknown,Russian Forces,Civilians,Unknown,Unknown,Independent,Civilians,Trade,Tertiary,Minor <5%,Medium 1k-10k,Office,Large 250+,Family-owned,14,Internal Route 1,Border Closure,Food/Agriculture,Moderate,2319651,140,492,0,0.8,Mixed All Ages,6066,2379,3051,Refugees,Balanced,Internally Displaced-IDP,Medium-term 1-6mo,Relatives Home,Critical/Dire,Medical Care,Moderate <7d,Full Access,No Water Access,0,3540,90,432824,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Fire Damage,Unsafe-Evacuated,Reconstruction >6mo,Transportation,Partial 40-70%,No Backup,>50000,11450835,82,73,169999,Red Cross/Crescent,Shelter/Housing,Large Global,Pre-existing,Condemnation,Regional Bloc,Individual Nation,Neutral/Balanced,International Mainstream,Global Limited,Western Media,Factual/Neutral,7,768053,636443,20,7,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Arson,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA515,2019-01-16,2019,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region8,City505,35.4144,36.5098,0,1,January,1,19-Jan,Wednesday,3,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,130,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Trade,Tertiary,Medium 5-20%,Small <1k,Office,Medium 50-250,Cooperative,20,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3547734,191,505,0,1.49,Mixed All Ages,6624,2591,3538,Chronic Illness,Balanced,Internally Displaced-IDP,Medium-term 1-6mo,Relatives Home,Unsafe,Multiple Critical,Urgent <24h,Partial Access,Intermittent,0,2585,127,365328,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Unsafe-Evacuated,Reconstruction >6mo,Transportation,High 70-90%,Temporary Alternative,1000-5000,15443198,136,68,2042,UN Agency,Multi-Sector,Large Global,Pre-existing,No Action,Bilateral Country,UN,Pro-Country D/Country E,International Mainstream,Global Widespread,Middle East Media,Sympathetic to Victims,5,567329,220410,44,8,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA516,2019-09-14,2019,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region10,City339,35.5646,36.4836,0,9,September,3,19-Sep,Saturday,37,1,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,14,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Services,Tertiary,Major >20%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,211274,199,229,0,1.07,Adults 19-60,5426,1883,2863,Multiple,Predominantly Male,Internally Displaced-IDP,Medium-term 1-6mo,Relatives Home,Overcrowded,Food,High Priority <72h,No Access,Safe Water Available,0,489,10,215552,Port,Transportation,Non-Critical,Mixed,Destroyed 95-100%,Shelling Damage,Fully Collapsed/Demolished,Beyond Repair/Replacement,Transportation,High 70-90%,No Backup,100-1000,14027812,405,100,524,Red Cross/Crescent,Emergency Medical,Large Global,Pre-existing,Resolution Vote,UN Security Council,EU,Pro-Country D/Country E,Social Media Viral,Global Limited,Global Mixed,Humanitarian Focus,7,37209,13442,34,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA517,2019-07-01,2019,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region10,City339,35.5646,36.4836,0,7,July,3,19-Jul,Monday,27,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,90,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Services,Tertiary,Minor <5%,Medium 1k-10k,Retail Shop,Micro <5 emp,Family-owned,8,Internal Route 1,Border Closure,Food/Agriculture,Moderate,2054129,179,372,0,0.35,Mixed All Ages,6033,2267,2903,Disabled,Balanced,Internally Displaced-IDP,Permanent,Relatives Home,Minimal Services,Food,High Priority <72h,No Access,Intermittent,0,1410,31,1472480,Port,Transportation,Non-Critical,Mixed,Destroyed 95-100%,Structural Collapse,Fully Collapsed/Demolished,Beyond Repair/Replacement,Transportation,High 70-90%,No Backup,20000-50000,14898107,331,100,33003,UN Agency,Food Security,Large Global,Scaling Up,Statement Only,UN Security Council,Arab League,Neutral/Balanced,Regional Coverage,Regional,Western Media,Sympathetic to Victims,4,269529,178872,27,3,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,IED/Explosives,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA518,2019-06-20,2019,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region8,City81,35.3406,36.5777,0,6,June,2,19-Jun,Thursday,25,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,36,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Agriculture,Primary,Minor <5%,Small <1k,Retail Shop,Large 250+,Corporate,9,Internal Route 1,Border Closure,Food/Agriculture,Moderate,2414310,155,531,189,1.1,Mixed All Ages,6974,2765,3765,Chronic Illness,Balanced,Evacuated,Long-term >6mo,UNRWA Shelter,Unsafe,Multiple Critical,Urgent <24h,Partial Access,No Water Access,0,2483,92,683652,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Fire Damage,Unsafe-Evacuated,Reconstruction >6mo,Transportation,Partial 40-70%,Temporary Alternative,1000-5000,12323156,85,57,1904,Intl NGO,Food Security,Medium Regional,Remote Coordination,Statement Only,Regional Bloc,UN,Pro-Country D/Country E,Social Media Viral,Global Widespread,Global Mixed,Humanitarian Focus,2,682831,500314,9,10,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,IED/Explosives,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA519,2019-09-13,2019,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region10,City124,35.7097,36.6401,0,9,September,3,19-Sep,Friday,37,1,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,148,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Public Sector,Tertiary,Medium 5-20%,Small <1k,Office,Micro <5 emp,Cooperative,14,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3905120,234,204,0,1.42,Youth 13-18,6314,2074,3010,Multiple,Predominantly Male,Internally Displaced-IDP,Long-term >6mo,School Building,Critical/Dire,Food,High Priority <72h,Medical Evac Required,Safe Water Available,0,2763,34,791062,Port,Transportation,Non-Critical,Mixed,Moderate 25-50%,Shelling Damage,Needs Minor Repair,Medium Repair 1-6mo,Transportation,High 70-90%,No Backup,5000-20000,10126928,14,42,12776,UN Agency,Shelter/Housing,Large Global,Deployed for Event,Condemnation,Regional Bloc,OIC,Neutral/Balanced,Regional Coverage,Regional,Global Mixed,Factual/Neutral,4,261406,197807,42,3,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,IED/Explosives,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA520,2019-10-02,2019,Political violence,Violence against civilians,Attack,Actor 4854,Unknown,Political militia,Civilian Group 1594,Unknown,Civilians,Political militia-Civilians,Country A,Region6,City177,32.6241,36.1049,1,10,October,4,19-Oct,Wednesday,40,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,135,Low,Actor 4854,Militia,Independent,Non-State Armed Group,Civilian Group 1594,Civilians,Independent,Civilians,Services,Tertiary,Minor <5%,Small <1k,Workshop,Micro <5 emp,Family-owned,15,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1591397,92,150,0,0.56,Mixed All Ages,5059,2207,2780,Orphans,Balanced,Evacuated,Long-term >6mo,School Building,Overcrowded,Shelter,Immediate Life-Threatening,Full Access,Unsafe Water Only,5,1133,98,565800,Commercial,Commercial,Medium Priority,Private Sector,Moderate 25-50%,Shelling Damage,Needs Minor Repair,Medium Repair 1-6mo,Multiple Services,Full 90-100%,Partial Backup,>50000,8776693,23,49,61133,Intl NGO,Protection/Rights,Large Global,Scaling Up,Condemnation,UN General Assembly,OIC,Ceasefire Call,International Mainstream,Global Widespread,Middle East Media,Humanitarian Focus,4,514969,241639,9,9,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Small Arms/Rifles,Civilians Directly Targeted,Potential War Crime Indicator,0,1
CountryA521,2019-07-03,2019,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Civilian Group 1594,Unknown,Civilians,State forces-Civilians,Country A,Region8,City343,35.299,36.8017,0,7,July,3,19-Jul,Wednesday,27,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,76,Low,Military Group 3561,State Military,Independent,State Actor,Civilian Group 1594,Civilians,Independent,Civilians,Trade,Tertiary,Medium 5-20%,Small <1k,Market,Micro <5 emp,Corporate,12,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3495987,104,577,0,1.56,Children 0-12,5841,2161,2903,Multiple,Balanced,Internally Displaced-IDP,Long-term >6mo,UNRWA Shelter,Overcrowded,Medical Care,High Priority <72h,Full Access,Unsafe Water Only,0,3808,134,1297079,Port,Transportation,Non-Critical,Mixed,Major 75-95%,Multiple Types,Partially Collapsed,Reconstruction >6mo,Transportation,Partial 40-70%,Partial Backup,1000-5000,10319490,231,80,1943,Intl NGO,Emergency Medical,Medium Regional,Remote Coordination,Investigation Launched,UN General Assembly,Individual Nation,Ceasefire Call,Regional Coverage,Regional,Western Media,Geopolitical Analysis,5,580009,422809,10,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,Artillery/Mortars,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryA522,2019-12-06,2019,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region10,City130,35.8542,36.4055,0,12,December,4,19-Dec,Friday,49,1,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,139,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Agriculture,Primary,Medium 5-20%,Medium 1k-10k,Market,Micro <5 emp,Family-owned,23,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3022819,96,526,131,1.13,Children 0-12,6907,2724,3247,Multiple,Balanced,Internally Displaced-IDP,Medium-term 1-6mo,School Building,Overcrowded,Food,High Priority <72h,Partial Access,Unsafe Water Only,0,2675,5,520117,Port,Transportation,Non-Critical,Mixed,Destroyed 95-100%,Shelling Damage,Fully Collapsed/Demolished,Beyond Repair/Replacement,Transportation,Full 90-100%,No Backup,5000-20000,7938089,725,100,7563,Intl NGO,Shelter/Housing,Medium Regional,Pre-existing,Condemnation,Regional Bloc,EU,Neutral/Balanced,International Mainstream,Global Widespread,Global Mixed,Sympathetic to Victims,4,611500,262561,45,7,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA523,2019-07-16,2019,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region11,City337,35.7439,36.1636,0,7,July,3,19-Jul,Tuesday,29,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,133,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Services,Tertiary,Medium 5-20%,Medium 1k-10k,Office,Large 250+,Family-owned,4,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1669492,152,89,0,1.39,Adults 19-60,7496,2774,3510,Multiple,Balanced,Internally Displaced-IDP,Long-term >6mo,UNRWA Shelter,Minimal Services,Multiple Critical,Urgent <24h,Medical Evac Required,No Water Access,0,3282,123,194483,Port,Transportation,Non-Critical,Mixed,Major 75-95%,Multiple Types,Partially Collapsed,Reconstruction >6mo,Transportation,Full 90-100%,Partial Backup,>50000,14638064,115,91,189263,Intl NGO,Protection/Rights,Large Global,Deployed for Event,Condemnation,Regional Bloc,Individual Nation,Neutral/Balanced,Regional Coverage,Regional,Social Media,Factual/Neutral,5,167502,63906,7,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA524,2019-05-26,2019,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3561,Unknown,State forces,Civilian Group 1594,Unknown,Civilians,State forces-Civilians,Country A,Region10,City616,35.4587,36.5705,1,5,May,2,19-May,Sunday,21,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,86,Medium,Military Group 3561,State Military,Independent,State Actor,Civilian Group 1594,Civilians,Independent,Civilians,Services,Tertiary,Medium 5-20%,Small <1k,Market,Micro <5 emp,Family-owned,8,Internal Route 1,Border Closure,Food/Agriculture,Moderate,477178,76,420,0,1.38,Children 0-12,1823,658,979,Refugees,Predominantly Male,Internally Displaced-IDP,Permanent,Relatives Home,Minimal Services,Multiple Critical,Urgent <24h,Partial Access,Intermittent,5,3373,24,470983,Residential,Residential,Non-Critical,Community,Major 75-95%,Shelling Damage,Partially Collapsed,Reconstruction >6mo,Multiple Services,Full 90-100%,No Backup,5000-20000,5619747,109,82,7662,Red Cross/Crescent,Protection/Rights,Large Global,Deployed for Event,Condemnation,Regional Bloc,EU,Condemning Both,Regional Coverage,Regional,Middle East Media,Factual/Neutral,5,527289,426698,22,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilians Directly Targeted,IED/Explosives,Civilians Directly Targeted,Potential War Crime Indicator,0,1
CountryA525,2019-12-17,2019,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region10,City127,35.6783,36.9217,0,12,December,4,19-Dec,Tuesday,51,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,130,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Agriculture,Primary,Minor <5%,Small <1k,Retail Shop,Large 250+,Corporate,22,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1645089,98,795,255,1.37,Youth 13-18,7345,2408,3683,Multiple,Balanced,Internally Displaced-IDP,Long-term >6mo,School Building,Unsafe,Clean Water,Immediate Life-Threatening,No Access,Unsafe Water Only,0,3425,33,546159,Port,Transportation,Non-Critical,Mixed,Major 75-95%,Looting/Vandalism,Partially Collapsed,Reconstruction >6mo,Transportation,Partial 40-70%,Temporary Alternative,>50000,12820868,120,88,92430,Red Cross/Crescent,Emergency Medical,Large Global,Pre-existing,Statement Only,Regional Bloc,Individual Nation,Neutral/Balanced,International Mainstream,Global Limited,Middle East Media,Geopolitical Analysis,14,453163,329068,27,7,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA526,2019-05-05,2019,Political violence,Explosions/Remote violence,Air/drone strike,Military Group 3492,Unknown,External/Other forces,Civilian Group 1594,Unknown,Civilians,External/Other forces-Civilians,Country A,Region10,City253,35.5475,36.644,5,5,May,2,19-May,Sunday,18,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,77,Low,Military Group 3492,State Military,Russian Forces,State Actor,Civilian Group 1594,Civilians,Independent,Civilians,Services,Tertiary,Medium 5-20%,Small <1k,Service Center,Small 5-50,Corporate,27,Internal Route 1,Border Closure,Food/Agriculture,Moderate,5852415,230,715,0,1.96,Children 0-12,8657,3118,3963,Refugees,Balanced,Evacuated,Temporary <7d,Relatives Home,Unsafe,Clean Water,Urgent <24h,Partial Access,Unsafe Water Only,45,2403,200,1553580,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Full 90-100%,Temporary Alternative,<100,0,0,0,0,Intl NGO,Shelter/Housing,Medium Regional,Deployed for Event,Investigation Launched,Bilateral Country,UN,Pro-Country D/Country E,International Mainstream,Global Limited,Middle East Media,Humanitarian Focus,5,1018715,889623,6,6,International Armed Conflict,Internal Factional,Firefight,Geneva Conventions Apply,Civilians Directly Targeted,IED/Explosives,Civilians Directly Targeted,Potential War Crime Indicator,0,5
CountryA527,2019-09-11,2019,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region10,City394,35.5458,36.5442,0,9,September,3,19-Sep,Wednesday,37,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,73,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Services,Tertiary,Minor <5%,Small <1k,Market,Small 5-50,Family-owned,15,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1013686,75,81,0,0.35,Adults 19-60,2431,1034,1125,Refugees,Balanced,Internally Displaced-IDP,Long-term >6mo,Relatives Home,Unsafe,Food,High Priority <72h,Partial Access,Intermittent,0,1560,44,360282,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Looting/Vandalism,Unsafe-Evacuated,Reconstruction >6mo,Transportation,High 70-90%,No Backup,<100,10168048,31,73,0,Intl NGO,Emergency Medical,Large Global,Remote Coordination,Condemnation,Bilateral Country,UN,Ceasefire Call,International Mainstream,Global Limited,Western Media,Factual/Neutral,3,596789,245634,25,6,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
